Business Name,Phone,Website,Email,Address,Rating,Reviews,Category,Lead Type,Google Maps URL
Riviera Apartments,(210) 460-3300,https://www.rentcafe.com/apartments/tx/san-antonio/riviera-apartments3/default.aspx,,"2118 Edgehill Dr, San Antonio, TX 78209",4.4,22,Apartment complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Riviera%20Apartments&query_place_id=ChIJYwQ3-Db1XIYRzuo3buuxB1I
Ruby Hill Swim-Tennis Club,(925) 461-5257,http://www.rubyhill.com/,,"3333 W Ruby Hill Dr, Pleasanton, CA 94566",4.3,20,Tennis club,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Ruby%20Hill%20Swim-Tennis%20Club&query_place_id=ChIJtYJKOU_dj4ARYU4cufdJWKs
Diamond Head Homeowners Association,(210) 593-0994,,,"5322 Medical Dr, San Antonio, TX 78240",3.8,20,Association / Organization,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Diamond%20Head%20Homeowners%20Association&query_place_id=ChIJt4mka_RdXIYRJLZCvMX49NQ
El Dorado Home Owners Association & Pool,,http://eldoradohomessa.com/,,"12606 Prima Vista Dr, San Antonio, TX 78233",3.6,19,Association / Organization,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=El%20Dorado%20Home%20Owners%20Association%20%26%20Pool&query_place_id=ChIJ8eBijGKLXIYRwCir_X0iOJg
Keyrenter Property Management San Antonio,(210) 503-8000,https://keyrentersanantonio.com/,,"3740 Colony Dr Ste LL104, San Antonio, TX 78230",4.4,17,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Keyrenter%20Property%20Management%20San%20Antonio&query_place_id=ChIJBWrhiblgXIYRZhxUhDuPKBU
The Dominion Homeowners Association,(210) 698-1232,https://dominionhoa.com/,,"20 Dominion Dr, San Antonio, TX 78257",3.6,17,Homeowners' association,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=The%20Dominion%20Homeowners%20Association&query_place_id=ChIJO6sr-wBlXIYRQs1CjnUrmUc
Calais Villas Condominiums Hoa,,,,"11839 Parliament St, San Antonio, TX 78216",4.3,17,Condominium complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Calais%20Villas%20Condominiums%20Hoa&query_place_id=ChIJdUAvgkhgXIYRLs4bTX22El0
CHBO,(877) 333-2426,https://www.corporatehousingbyowner.com/,,"220 Lombard St, San Francisco, CA 94111",2.7,16,Apartment rental agency,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=CHBO&query_place_id=ChIJxfFWaPeAhYARhzD7RsVbdbw
HOA Management Services,(210) 651-2138,http://www.hoamanagementsanantonio.com/,,"227 N Loop 1604 E suite 150, San Antonio, TX 78232",3.9,14,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=HOA%20Management%20Services&query_place_id=ChIJ5fZxTtiJXIYRFQXiGg7Qbc8
Hidden Forest Homeowners Association,(210) 494-0711,https://hiddenforesthoa.com/,,"15522 Partridge Trail, San Antonio, TX 78232",4.7,11,Association / Organization,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Hidden%20Forest%20Homeowners%20Association&query_place_id=ChIJ6z85cb9hXIYRW4iIWM8TTvE
DB Broker LLC : Property Management Company San Antonio,(210) 880-4378,https://dbbroker.com/,,"1777 NE Interstate 410 Loop #600, San Antonio, TX 78217",4.6,9,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=DB%20Broker%20LLC%20%3A%20Property%20Management%20Company%20San%20Antonio&query_place_id=ChIJuWs1oFTzXIYRoUfJUdGjwx0
Rental Zebra Bay Area,(888) 851-6583,https://www.rentalzebra.com/,,,5,8,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Rental%20Zebra%20Bay%20Area&query_place_id=ChIJU33bPKTAGKgRdBK9aL7yusU
Woodbridge Condominium Association,(210) 826-9821,,,"3102 Eisenhauer Rd, San Antonio, TX 78209",4,8,Condominium complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Woodbridge%20Condominium%20Association&query_place_id=ChIJoaVNOOD0XIYRPc2zKHb_cQA
Heritage Pool Supply,(210) 479-0032,https://www.heritagepoolsupplygroup.com/en/distributor-network/TPSNSAN/,,"15501 Capital Prt Dr, San Antonio, TX 78249",5,7,Swimming pool supply store,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Heritage%20Pool%20Supply&query_place_id=ChIJJZlPIo5nXIYRCbOgFaWqG5k
Presbyterian Church-Chinatown,(415) 392-1500,http://www.pccsf.org/,,"925 Stockton St, San Francisco, CA 94108",4.9,7,Presbyterian church,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Presbyterian%20Church-Chinatown&query_place_id=ChIJU5eNs4yAhYAR1XHDG7qQi1I
Westside Community Services,(415) 431-9000,https://www.westside-health.org/,,"1153 Oak St, San Francisco, CA 94117",3.5,6,Mental health clinic,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Westside%20Community%20Services&query_place_id=ChIJq-tG_a6AhYARi2kJgQ7jedU
Highlands Homeowners Association,,,,"14343 Judson Rd, San Antonio, TX 78233",4.8,5,Association / Organization,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Highlands%20Homeowners%20Association&query_place_id=ChIJ47FrVl-MXIYR258HqaibptE
Canyon Springs Homeowners Association,(830) 510-3800,,,"2611 N Loop 1604 W, San Antonio, TX 78258",4,5,Association / Organization,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Canyon%20Springs%20Homeowners%20Association&query_place_id=ChIJ___v_3liXIYRNzkqdXzBDos
SOMA Pilipinas,,https://www.somapilipinas.org/,,"701 Mission St, San Francisco, CA 94103",5,4,Cultural association,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=SOMA%20Pilipinas&query_place_id=ChIJ65hoUIaAhYAR5casRV4tyUk
Idlewood Condominium San Antonio HOA,(210) 650-4040,,,"3605 Hidden Dr, San Antonio, TX 78217",4.8,4,Association / Organization,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Idlewood%20Condominium%20San%20Antonio%20HOA&query_place_id=ChIJpx4Zlcz0XIYRLUC1g5vihHE
Mission Trace Homeowners Association,(210) 696-7164,https://www.missiontracehoa.org/,,"11333 Mission Trace St, San Antonio, TX 78230",5,3,Homeowners' association,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Mission%20Trace%20Homeowners%20Association&query_place_id=ChIJCZj0w8RgXIYRM02ZkmrqCIo
Trio HOA,(210) 399-1402,https://www.triohoa.com/,,"11467 Huebner Rd Suite 175, San Antonio, TX 78230",5,1,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Trio%20HOA&query_place_id=ChIJ3dURxipnXIYRVUOqcJ4z7g8
Agave Trace HOA,(210) 545-1888,https://www.associahillcountry.com/,,"11252 S Hausman Rd, San Antonio, TX 78249",1,1,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Agave%20Trace%20HOA&query_place_id=ChIJu7xQNGBnXIYRTu6CkAdwJIc
Grandview Home Owners Association,(210) 494-0659,https://spectrumam.com/texas/san-antonio-hoa-management/,,"17319 San Pedro Ave #318, San Antonio, TX 78232",5,1,Homeowners' association,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Grandview%20Home%20Owners%20Association&query_place_id=ChIJVbrPvRqKXIYR3o91C2sSOs4
Northchase HOA,(912) 541-5023,https://northchase.org/,,"7039 Quiet Ridge Walk, San Antonio, TX 78250",4,1,Homeowners' association,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Northchase%20HOA&query_place_id=ChIJI_UTd6hDXIYRcnSrgxqiL4c
122 Chester St Owners Association Inc,(210) 822-3061,,,"122 Chester St, San Antonio, TX 78209",4,1,Condominium complex,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=122%20Chester%20St%20Owners%20Association%20Inc&query_place_id=ChIJtyVOH3X1XIYRaHOF-UCwu6Y
Superior HOA Management,(800) 462-5175,https://superiorhoamanagement.com/,,"7550 I-10 Suite 800-2071, San Antonio, TX 78229",,,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Superior%20HOA%20Management&query_place_id=ChIJvekjJ2WbjWwRBCUC646ZSSw
Commercial Management Group,(888) 473-7502,https://www.commercialmg.com/contact/,,"4040 Civic Center Dr, San Rafael, CA 94903",,,Property management company,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=Commercial%20Management%20Group&query_place_id=ChIJefbnsICXhYAR4o9x-k3Fx_c
FCPT,,http://fcpt.com/,,"591 Redwood Hwy Suite 3215, Mill Valley, CA 94941",,,Real estate agency,Service & Maintenance,https://www.google.com/maps/search/?api=1&query=FCPT&query_place_id=ChIJj5daYkmFhYARfphB3_UrBlo
